,Comments,Label
2052,এলিয়েন মনে হয় এরিয়া ৫১ থেকে পালিয়েছে😜,0.0
2053,শিয়াল এর ইচ্ছা হয়ে ছিল মানুষের মতো হাঁটতে । তাই,0.0
2054,কেও আতংকিত হয়েন নাহ। নিউজ চ্যানেল টা আগে দেখেন।তাদের কাছ থেকে আজগুবি নিউজ ই আসা করা জায়,0.0
2055,এলিয়েন কি খালি আমেরিকাতেই দেখা যায়? 🤔,0.0
2056,মনে হয় পুরান নোকিয়া মোবাইল দিয়ে ছবি উঠাইছে ! কিরে মানিক কি মোবাইল দিয়ে ছবি উঠাইছো সবকিছু ঝাপসা কিছুই দেখা যায় না,0.0
2057,বানর হইতে পারে🥱,0.0
2058,কেও সিগারেট খেয়ে ধোয়া দিচ্ছে ।,0.0
2059,"আমি একজন হিন্দু হিসেবে বলছি , নবীকে কটুক্তির তীব্র নিন্দা জানাচ্ছি!
সকল ধর্ম শান্তির ধর্ম।❤️",0.0
2060,"খুব ইন্টারেস্টিং নিউজ,পরীক্ষায় আসবে",0.0
2061,"সারাদিন কয় ভারত বয়কট,, রাত হলে কয় ভারত আমায় উদ্ধার কর।",0.0
2062,"নির্লজ্জের মতো আবার নিন্দাও জানাচ্ছে, ছিঃ ছিঃ ছিঃ",0.0
2063,"ভারত বয়কট অনলাইনে।
ভারত চাইকট আফলাইনে।",0.0
2064,"এবার কেন ভারতের যেতে হবে ভারতের কি এমন কিছু আছে যে তাকে ভারতের যেতে হবে,",0.0
2065,সারাদিন ভারতকে বয়কট করে রাত্রিবেলা সেই ভারতে যাওয়ারই পায়তারা??,0.0
2066,"ভারতে গিয়ে কি লাভ,,পাকিস্তান নয়তো আফগানিস্তানে নিয়ে যান",0.0
2067,যারা সুযোগের সদ্ব্যবহার করে তাদের বিচার এমনভাবেই করা উচিত।,0.0
2068,অপরাধীরা কি ভাবে ছাড়া পায়?,0.0
2069,পদ্মা সেতুতে কাজ করা সকল শ্রমিক কর্মীকে মুক্তিযোদ্ধাদের সমপরিমাণ একটা বাতা কার্ড করে দেয়ার জোর দাবি জানাচ্ছি।,0.0
2070,তাকে প্রকাশে ফাশি দেওয়া হক,0.0
2071,বন্ধু সাথে বেইমানীর শান্তি পাইছে তবে তারে একবারে হত্যা করা ঠিক হইনি,0.0
2072,এইবার নিশ্চিন্তে জেল খাটো বাবা তুমি...,0.0
2073,তেরো মামলার আসামী কে যদি যামিন দিয়ে বাহিরে ঘোরাফেরার সুযোগ করে দেওয়া হয় তবে সেতো খুন করবেই ৷,0.0
2074,১৩ মামলার আসামি যামিন পায় কেমনে? আইন তার নিজ গতিতে চলের 🙂,0.0
2075,"ন্ত্রাসী ,মাদকসেবী,সাইকো এরা হলো আজন্ম পাপ ৷ এদের সাথে যাদের বিয়ে হয় তারা কখনই মুক্তি পায় না ",0.0
2076,"নিজেরা আইন করে,নিজেরাই মানেন না।আবার মৌলিক অধিকার!!",0.0
2077,মৌলিক অধিকার কেড়ে নেওয়া জন্য সিইসিকে বরখাস্ত করা উচিত।,0.0
2078,জনগণের মৌলিক অধিকার হরন করেছেন আপনার।।,0.0
2079,নির্বাচন কমিশনের বিচার চাই!🤪🤪,0.0
2080,"এই কথা সিইসি জানেনা কেন, জাতি জানতে চাই?",0.0
2081,নির্বাচন কমিশনার গন সবাইকে বরখাস্ত করা হোক,0.0
2082,অনেক সুন্দর বিষয় নিয়ে আলোচনা করেছেন। ধন্যবাদ,0.0
2083,মৌলিক অধিকার হরণের কারণে ইসির পদত্যাগের ঘোষণার তথ্যটি দিয়ে জাতিকে মুগ্ধ করূন।,0.0
2084,অসাধারণ যুক্তিবিদ,0.0
2085,আর চাকরির পরিক্ষায় পাশ করেও চাকরি না দেয় তাহলে কোন অধিতার লঙ্গন হয় স্যার???,0.0
2086,"কতো কথা বলে মন, তারা বুঝে না কেন",0.0
2087,"পদ্মা সেতুর যত পিলার আছে, সেগুলো সবগুলো উঠিয়ে নিয়ে, তারপর জাদুঘরে নিয়ে সাজিয়ে রাখতে পারেন।",0.0
2088,"মাননীয় প্রধানমন্ত্রী
যন্ত্রপাতির সাথে যে সকল মানুষ অক্লান্থ পরিস্রম করেছে তাদেরকে ও যাদুঘরে সাজিয়ে রাখা হউক।",0.0
2089,সুন্দর উদ্যোগ 👍 আমার‌ও খুব ইচ্ছা যন্ত্রপাতিগুলো দেখার।,0.0
2090,উদ্ভোদনের দিন রাষ্ট্রিয় ছুটি ঘোষনা করা হোক। বছরে এই দিনে সরকারি গেজেট করে বিজয় উৎসব পালন করার জোর দাবি জানাচ্ছি।,0.0
2091,বাংলাদেশ চিরজিবী হোক ❤️🇧🇩❤️,0.0
2092,"পদ্না সেতুর জনবল, ওনাদের জন্য তো ব্যাবস্থা করা উচিত।।।।",0.0
2093,"মাননীয় প্রধানমন্ত্রী শেখ হাসিনা স্বপ্ন দেখেন স্বপ্ন দেখান এবং স্বপ্ন বাস্তবায়ন করেন।
🇧🇩জয় বাংলা জয় বঙ্গবন্ধু🇧🇩",0.0
2094,জাদুঘর তৈরিতে কতহাজার কোটি টাকা বাজেট করা হলো আর পদ্মা সেতু তৈরি কারিগরদের দ্বিতীয় মুক্তিযোদ্ধার খেতাব প্রদান করা হোক।,0.0
2095,পদ্মা সেতুতে যারা কাজ করেছে তাদেরকে ও জাদুঘরে রাখার জোর দাবি জানাচ্ছি,0.0
2096,জনগণের টাকা সরকারের উন্নয়ন,0.0
2097,বিদেশি হাইড্রোলিক হ্যামার টা ও কি থাকবে?,0.0
2098,দূনীতির বিষয়টা ও উল্ল্যেখ করে রাইখেন,0.0
2099,"মন চাচ্ছে অনেক কিছুই বলি বাট বলতে পারছি না কারণ ডিজিটাল নিরাপত্তা আইন আমাদের কথা বলার অধিকারও কেরে নিয়েছে,,,,",0.0
2100,নির্মাণ শ্রমিকদের মুক্তিযোদ্ধা সার্টিফিকেট প্রদান করা হোক,0.0
2101,দুর্নীতিবাজদের কেও জাদু ঘরে রাখা হোক। ফেরাউনের মত জাতি দেখবে দুর্নীতি বাজদের।,0.0
2102,নতুন করি আবার গরিবের হক নষ্ট করার ফন্দি। আল্লাহ তোদের বিচার করবে।,0.0
2103,"দুর্নীতির আরেকটি ফাঁদ পাতা হচ্ছে ।।।।।
জনগণের টাকা আর কত খাবেন?",0.0
2104,হাসিনা আর কাদের মামুকে জাদুঘর দেখাশোনার দায়িত্ব দেয়া হক,0.0
2105,"বিশ্বের একমাত্র সেতু।
তাই সেতুটা সহ জাদুঘরে রাখার ব্যবস্থা করা হোক।😡",0.0
2106,চাঁদ দেখতে খুব বেশি ভালোবাসি♥️,0.0
2107,নতুন করে চুরির ধান্দা,0.0
2108,এবার চাঁদটাও বুঝি মেয়েদের দখলে চলেগেলো,0.0
2109,পিংক কালারের চান্দ মামা 👀,0.0
2110,খুব অন্যায় হয়েছে শাস্তি পেতে হবে 😂,0.0
2111,এটার জন্য তদন্ত কমিটি গঠন করা হউক,0.0
2112,ভালো মানুষের বিপদ একটু বেশি থাকে 🥱🤣,0.0
2113,আলহামদুলিল্লাহ ফ্যান সুস্থ আছে 🌚,0.0
2114,বুঝলাম না একটার পর একটা কারখানা তে কিভাবে আগুন ধরে!! তাও আবার কয়েক ঘণ্টার ব্যবধানে। এটা একটু রহস্যজনক না?🙂,0.0
2115,সারাদেশে কি পরিকল্পনা মাফিক আগুন লাগানো হচ্ছে,0.0
2116,ইয়া আল্লাহ আপনি সহায় হোন 🥺,0.0
2117,"শুনেছি হুজুগে বাঙ্গালী
মানে একজন যা করে সবাই তা করে
আগুন লাগার ক্ষেত্রেও তাই দেখতেসি🙂",0.0
2118,"আলহামদুলিল্লাহ,আগুন নিয়ন্ত্রণে এসেছে।",0.0
2119,কোনো হতাহত হয়নি।,0.0
2120,আল্লাহ দেশবাসীকে হেফাজত করুন 😥,0.0
2121,"এগুলি পরিকল্পিত পরিকল্পিত লাগছে
হঠাৎ ২ দিন ধরে শুধু আগুন লেগে যায়।সীতাকুণ্ড, পাবনা,এখন মোহাম্মদপুর।",0.0
2122,আমি আজ সকালেই ওখানে ছিলাম,0.0
2123,"আগুন আর আগুন, পৃথিবী কেমন যেন হয়ে গেছে। আর দীর্ঘশ্বাস ফেলে প্রকৃতি অনুভব করা কঠিন হয়ে যাচ্ছে",0.0
2124,দেশে কি হচ্ছে এসব। আল্লাহ সবাইকে রক্ষা করুক আমিন,0.0
2125,কি শুরু হইলো!,0.0
2126,এত আগুন কেন লাগতেছে,0.0
2127,দেশের মেরুদন্ড ভাঙার চেষ্টা চলছে না তো!!,0.0
2128,আর্থিক লোকসান পুষিয়ে আবার দাঁড়াতে পারবে তো.....,0.0
2129,খুবই দুঃখজনক,0.0
2130,কিছু ই বুঝতাসিনা,0.0
2131,তদন্ত করার দাবি জানাচ্ছি,0.0
2132,পরিকল্পিত কিনা দেখার অনুরোধ রইল,0.0
2133,প্রতিহিংসার রাজনীতিতে পুড়ছে না তো প্রিয় মাতৃভূমি?,0.0
2134,"গত ৪৮ ঘন্টার মধ্যেই সারাদেশের ৪-৫ জায়গায় আগুন,,,পর্দার আড়ালে অন্যকেউ কলকাঠি নাড়ছেনা তো আবার?",0.0
2135,"বিকেলে হাটতে গেসিলাম ওইদিকে আল্লাহ সবাইকে হেফাজত করুন,,আমিন",0.0
2136,মাত্র আসলাম এইখান দিয়ে,0.0
2137,গজব পরছে দেশটায়।,0.0
2138,মানবতা বেঁচে থাকুক সবার মাঝে।,0.0
2139,মানুষ মানুষের জন্য। এটাই তার উদাহরণ,0.0
2140,"প্রকৃত সেলিব্রিটি এরাই,,,স্যালুট ভাই ❣️",0.0
2141,"আপনাদের এই উদ্যোগ মহান আল্লাহ যেনো কবুল করেন 🤲
এবং এর প্রতিদান দুনিয়া এবং আখিরাতে দান করুন 💝",0.0
2142,চট্টগ্রাম এর সাহসী যুদ্ধারা দেখিয়ে দিলো মানবতা এখনো বেঁচে আছে,0.0
2143,জয় হোক মানবতার,0.0
2144,শ্রদ্ধা♥,0.0
2145,মাশাআল্লাহ,0.0
2146,দোয়া রইল,0.0
2147,ভালোবাসা ভাই তদের জন্য❤️,0.0
2148,এগিয়ে যান ভাই দোয়াও রইলো,0.0
2149,"মনটা ভরে গেল এসব ভাইদের প্রতি মানবতা দেখে,, মন থেকে দোয়া করি সবার জন্য যেন এভাবেই আমরা একজন আরেকজনের পাশে দাঁড়াতে পারি সব সময়।
সবার প্রতি ভালোবাসা 🥰🥰🖤💝",0.0
2150,ভালো উদ্যোগ,0.0
2151,স্যালুট ভাই স্যালুট,0.0
2152,"চট্টগ্রামের এই মানুষ গুলোরে দেখে মনে হয় এই দেশে পরিবর্তন আসবেই ইনশাআল্লাহ।
সবাইকে আল্লাহ্ হেফাজত করুন।❤",0.0
2153,উনাদের দেখে মনে হচ্ছে পৃথিবীতে সত্যি এখনও ভালো মানুষ বেঁচে আছে🖤,0.0
2154,"মহৎ কাজ 🤗🤗❤️
আল্লাহ কবুল করুন",0.0
2155,এদের জন্য পৃথিবী এখনো সুন্দর,0.0
2156,বাঘের বাচ্চা,0.0
2157,রক্ত দিয়ে এগিয়ে আসতেছে বিশ্ববিদ্যালয়ের ভাইয়েরা,0.0
2158,সালাম জানাই তাদের,0.0
2159,আল্লাহ ওনার ব্যবসায় এমনিই বরকত দান করবে💕💕,0.0
2160,আশেপাশের মানুষেরা এমন এগিয়ে আসলেই হবে,0.0
2161,"নিউজফিড দেখতে দেখতে মনে হচ্ছে,
আমার চারপাশের বাতাস ভারি হয়ে উঠেছে, নিঃশ্বাস নিতে কেমন কষ্ট লাগতেছে!😥😓😓😓",0.0
2162,প্রাণঢালা ভালোবাসা ভাইটির জন্য 🖤🖤,0.0
2163,"হাজারো শ্রদ্ধা জানাই তাদের যারা সকল উপায়ে বিপদগ্রস্তদের সাহায্য করছে।
আগুনে পোড়াদেহ সবাইকে আল্লাহ নেক হায়াত দান করুক 😓",0.0
2164,"আপনাদের এই উদ্যোগ মহান আল্লাহ যেনো কবুল করেন 🤲
এবং এর প্রতিদান দুনিয়া এবং আখিরাতে দান করুন 💝 আমিন🤲",0.0
2165,"মানবতা বেঁচে থাকুক সবার মাঝে।😊❤️
#Pray_for_chittagong",0.0
2166,"নেগেটিভ ব্লাড খুবই প্রয়োজন!
যারা আছেন ব্লাড দিতে পারবেন তারা চট্রগ্রাম মেডিকেল চলে আসেন",0.0
2167,"স্তব্ধ পুরো চট্টগ্রাম😭😭
যেন ভয়ানক এক মৃত্যুপুরি।
অনবরত সাইরেন বাজিয়ে ছুটছে অ্যাম্বুলেন্স😭😭",0.0
2168,"নেগেটিভ রক্তের সংকট, যাদের নেগেটিভ রক্ত তারা অতিসত্বর মেডিকেল এ যান",0.0
2169,গুজবের দিক দিয়ে পৃথিবীর শ্রেষ্ঠ দেশ হচ্ছে বাংলাদেশে 🙂🙂,0.0
2170,"মাত্র শুরু হলো।
দু'দিন পর এই গুজবটাই সত্য হয়ে যাবে। সত্য করার জন্য মিডিয়া তো আছেই।",0.0
2171,আবার নতুন একটা ভাইরাস,0.0
2172,এমন সিরিয়াস বিষয় গুলো নিয়েও আমরা বাঙ্গালীরা গুজব ছড়ায়।,0.0
2173,আমি প্রথম দুই লাইন পড়ে অজ্ঞান হইতে নিছিলাম,0.0
2174,ধন্যবাদ জানানোর জন্য,0.0
2175,জানি না মানুষ এমন আতংক ছড়িয়ে কি লাভ পায়..আল্লাহ আমদের হেদায়েত করুণ..,0.0
2176,গুজব ছড়ানোদের অাইনের অাওতায় অানা প্রয়োজন ।,0.0
2177,গুজব ছড়ানো থেকে সবাই সাবধান থাকি,0.0
2178,আদোও কী গুজব সেটা?,0.0
2179,গুজব সত্যি হইতে কতক্ষন,0.0
2180,সত্যতা প্ররোচার করার জন্য ধন্যবাদ।,0.0
2181,"বড়ই দুঃখজনক
ছেলেদের কে বুঝিয়ে কোনো লাভ হয় না 😪😪",0.0
2182,আগামীতে এই মৃত্যুর হার আরো বাড়বে। বাইকার সচেতন কিংবা সাবধান না।,0.0
2183,দেশে মোটরসাইকেল দুর্ঘটনা দিন দিন বৃদ্ধি পাচ্ছে। পরিবারের কথা চিন্তা করে হলেও সড়কে সর্তকতা অবলম্বন করা উচিত।,0.0
2184,"সবাই সাবধানে গাড়ি চালাবেন প্লিজ।
মনে রাখবেন একটি দূর্ঘটনা,
সারা জীবনের কান্না। 😭😭",0.0
2185,কিছু দিন পরে আইন আসবে হাইওয়েতে বাইক চালানো নিষিদ্ধ।,0.0
2186,বাইকার থেকে বাইকারের বাবা মায়ের সতর্ক বেশি হওয়া উচিৎ মনে করি। সন্তান চাইলো আর বাইক হাতে দিয়ে দিল,0.0
2187,বাইক এক্সিডেন্ট ৯০% ক্ষেত্রে বাইকার দায়ী।।,0.0
2188,এ ক্ষত কোনোদিন পূরণ হবার নয় 💔😓,0.0
2189,বাইক নিয়ে মনে হয় উড়ে বেড়ায় একেক জন!,0.0
2190,জীবন কে মানুষ কত সহজ ভাবে নিচ্ছে,0.0
2191,আহা মানুষ,0.0
2192,"সময়ের চেয়ে জীবনের মূল্য বেশি,",0.0
2193,প্রয়োজন ছাড়া হাইওয়েতে বাইক চালাবেন না।,0.0
2194,আল্লাহ্ সবাইকে হায়াত দান করুক,0.0
2195,পরিবার সচেতন না হওয়ার কারনেও আজকে এ-ই সমস্যা।।,0.0
2196,এরা তো মরেই সাথে ঝুকিতে ফেলে রাস্তায় চলা সাধারণ যানবাহন ও মানুষদের!,0.0
2197,মোটরসাইকেল আমার কাছে কখনোই নিরাপদ মনে হয় না,0.0
2198,যারা যে বিষয়ে পারদর্শী ও দক্ষতাপূর্ণ নয় সে বিষয়ে লাফালাফি করে।,0.0
2199,সচেতনতার অভাব।,0.0
2200,"আমি লক্ষ করেছি ইউং জেনারেশনের বেশির ভাগ ছেলে বেপরোয়া ভাবে মোটর সাইকেল চালায় , তাদের জন্য অস্বাভাবিক কিছু না",0.0
2201,ফি আমানিল্লাহ,0.0
2202,বড়ই দুঃখ্যজনক,0.0
2203,সবার যাত্রা শুভ হোক,0.0
2204,যত গতি ততো ক্ষতি,0.0
2205,শুধুমাত্র অধিক গতি এসব দুর্ঘটনার কারণ! সবাইকে সচেতন হতে হবে।,0.0
2206,নাই গাড়ির নাম্বার নাই লাইসেন্স দায় কার !,0.0
2207,"হাইওয়ে তে,না চালাই শ্রেয়........",0.0
2208,"নিরাপদ, নিরাপত্তা ২টাই চাই",0.0
2209,"বাইক অলারা চায় বাইক নিয়ে আকাশে উড়াল দিতে
এখন তারা বাইক ছাড়াই আকাশে উড়াল দিছে🙃",0.0
2210,"এটা আমাদের ছাতক শহর,আল্লাহ হেফাজতকারি",0.0
2211,কতৃপক্ষের দৃষ্টি আকর্ষণ করছি দ্রুত ব্যবস্থা নেওয়ার জন্য,0.0
2212,আল্লাহ সকল প্রকার প্রাকৃতিক দুর্যোগ থেকে আমাদের হেফাজত করুন আমীন,0.0
2213,আবার কি পানি বাড়ছে ?,0.0
2214,পাহাড়ি ঢলে এ বন্য না বন্ধু দেশের ছেড়ে দেওয়া পানি ভাই,0.0
2215,দুইদিন পর পদ্মার উদ্ভোদন। এখন এসব নিউজ করা উচিত না।,0.0
2216,বাড়িঘর ডুবিয়ে এখন মেইন রোডও ডুবিয়ে ফেলছে। কোম্পানিগঞ্জের ভয়াবহ অবস্থা। গলার উপর পানি।,0.0
2217,এটা সুনামগঞ্জ জেলার ছাতক উপজেলা। এক মাসের ব্যবধানে দ্বিতীয় বার বন্যা হয়েছে। আর এবারের বন্যা ১৯৮৮-২০০৪ থেকেও ভয়াবহ।,0.0
2218,আমাদের জন্য দোয়ার দরখাস্ত রইল,0.0
2219,একমাস গেছে না আবার বন্যা😑,0.0
2220,"এমন কোন দেশ আছে,যে দেশের সকল মানুষ নিরাপদে থাকে...…?",0.0
2221,উন্নয়ন উন্নয়ন উন্নয়ন।,0.0
2222,এক সাপ্তাহ ধরে রোদ ও উটে নাই দিন রাত বৃষ্টি আর বৃষ্টি,0.0
2223,"থাক, এই দুর্দশা কেটে গেলে যাওয়া যাবে।",0.0
2224,খনি সিলেট যাওয়ার প্লান করি তখনি বন্যা হয়ে যায়,0.0
2225,এদেশে এত উন্নয়ন হয়েছে যে আল্লাহ মাফ করুন দেশ এবার অর্ধেক পানির নিচে না যায় কারন বর্ষা শুরু হওয়ার আগেই বন্যা হয়েছে।,0.0
2226,কয়দিন আগে না একবার ডুবল এখন আবার?,0.0
2227,আমাদের সুনামগঞ্জের অবস্থাও খুবই খারাপ আর দ্রুত গতিতে বারছে বন্যার পানি সাথে বারিবর্ষণ,0.0
2228,"বেশি কিছু না, আমরা উন্নয়ন এর জোয়ারে ভেসে যাচ্ছি এই আর কি।",0.0
2229,"শহরের ভিতরে এমন অবস্থা,,,তাহলে চিন্তা করেন গ্রামের দিকে কী অবস্থা।",0.0
2230,"নাদির ভাই,
আপনি কি বিয়ের পরেও এভাবে ট্রাভেল করবেন?
নির্দিষ্টভাবে বাড়িতে থাকবেন নাহ?
আমাদের দেশে স্বামী বিদেশ, বিষয় টা কিন্তু মোটেও ভালো নাহ।",0.0
2231,"ভাইয়া আমিও জামু আপনার সাথে,,, নিবেন,,",0.0
2232,ভাইয়া এগিয়ে চলো,0.0
2233,দেশে গরম পরের অনেক।আপনার এই স্যুট দেখে গরম আরো বাড়ি গেছে,0.0
2234,শুভ কামনা ভাই,0.0
2235,৫০০ বেশি আমার কাছে,0.0
2236,ভাইয়া লাদাখ ট্যুর নিয়ে একটা ভিডিও বানাই দেখান,0.0
2237,"মানুষ মুখ ফিরে তাকায় সুন্দরী কে আর আমাদের নাদির ভাই তাকায় সুন্দর পাহাড়ের দিকে💙💙
#NadirFact",0.0
2238,আপনি সব সময় অসাধারন,0.0
2239,যদি আপনার পরা মাস্ক টা বিক্রি করেন তাহলে কিনবো 🥺,0.0
2240,ডুয়ার্সে আসেন ভাই...।,0.0
2241,আপনাকে দেখে ঘুরে বেরাবার ইচ্ছা তীব্র থেকে তীব্রতর হচ্ছে কিন্তু ওই যে মেয়ে মানুষ বিয়ে ছাড়া ঘুরতে যাবার ইচ্ছাই প্রকাশ করতে পারবে না সেই জোনে আছি। এই ভাবেই ঘুরেন আর ইচ্ছা পূরণ করেন শুভ কামনা।,0.0
2242,আহা! আল্লাহর সৃষ্টি কত সুন্দর ❤,0.0
2243,ইস্ আমার ও খুব যেতে ইচ্ছে করছে। সত্যি ই অসাধারণ সুন্দর মাশাল্লাহ।,0.0
2244,"বাস্তবের এই অনুভূতি টা নিতে চাই, ইনশাআল্লাহ কোনো একদিন 😊",0.0
2245,অসাধারণ ভাই,0.0
2246,দেখেই ভয় লাগতেছে,0.0
2247,মাশাআল্লাহ অনেক সুন্দর ভিও।,0.0
2248,অসাধারণ 💝💝💝💝🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩,0.0
2249,মাশাআল্লাহ 💖,0.0
2250,"সারাদিন শতাধিকবার দেখলাম, এত্তো ভালো লাগছে",0.0
2251,অসাধারণ স্থান ❤️,0.0
2252,"ভাই মনে চায় দূর অজানায় হারিয়ে যাই আপনার সাথে😍😍
অনেক অনেক দোয়া ও শুভ কামনা রইল আপনার জন্য🥀",0.0
2253,পৃথিবীর সৌভাগ্যবান একজন,0.0
2254,ভাই জায়গাটা অনেক সুন্দর ইনশাআল্লাহ যাব একদিন,0.0
2255,"চোখের শান্তি😍
শুধু এটাই ভাবতেছি তখন আপনার অনুভূতি 'টা কেমন ছিলো ✨",0.0
2256,অনেক সুন্দর জায়গা এটা ভাই 💕💕💕,0.0
2257,দারুন মুহূর্ত ভাই ❤️,0.0
2258,ভয়ঙ্কর সুন্দর 😍,0.0
2259,নাদির ভাই এককথায় অসাধারণ,0.0
2260,"আমিও বিশ্ব ঘুরবো
ইনশাআল্লাহ",0.0
2261,সেরা ছিল ভাই 💥💥💥,0.0
2262,"পৃথিবীর এমন কিছু জায়গা আছে ।। সেগুলো যদি চোখে ধরে ।। তাহলে আমরা আল্লাহর কাছে অশেষ কৃতজ্ঞতা জানাই ।
আর আল্লাহ মালিক ।।
আর ভাই আপনার যাত্রা শুভ হোক ।।",0.0
2263,"একজন বাংলাদেশী হয়ে আপনি গর্বিত কারণ আপনি যেভাবে পুরো পৃথিবীটা এক্সপ্লোর করছেন।
আসলেই আপনি ভাগ্য বান নাদির ভাই❣️✌️🤟",0.0
2264,আহা শান্তি 🥰,0.0
2265,আপনার লাইফ নিয়া খুব জেলাস হয়।আমি এখনও নিজের জেলার অর্ধেকও চিনি নাহ😌,0.0
2266,সত্যি ভাই খুব বেশি সুন্দর হয়েছে,0.0
2267,আমিও হাটতে চাই এই পথে একদিন। শুভ কামনা।,0.0
2268,তোমার জীবন অনেক সুখী,0.0
2269,কটি টাকার ভিউ আহা,0.0
2270,ভ্রমণপিপাসু ❤️,0.0
2271,"ভাই অসাধারণ একটা ভিডিও,,ড্রোন কেমেরার ভিডিও গুলো অনেক সুন্দর হয়,,,",0.0
2272,এটাই জীবনের মানে।,0.0
2273,পাহার❤️,0.0
2274,আপনার ভিডিও গুলা অনেক ভালো লাগে❤️❤️,0.0
2275,"বিশেষ করে সুনামগঞ্জ জেলার অন্তর্ভুক্ত ম্যাক্সিমাম ঘরে পানি দুকে গেছে
#prayforsylhet",0.0
2276,অলরেডি একটা চান্স ছিল মিস করছি আশা করি নেক্ট এ আশা পূরণ হবে😍,0.0
2277,ভিডিও এডিটিং অসাধারণ,0.0
2278,"অসাধারণ ব্লগ ,
খুব ভালো লাগলো ভিডিওটি 🥰",0.0
2279,"দেশের মানুষের জন্য, বন্যার্তদের জন্য কিছু করুন।",0.0
2280,আমিও হাটতে চাই এইভাবে...ইনশাআল্লাহ,0.0
2281,টাকার অভাব,0.0
2282,"আসা করি ১দিন
বাংলা দেশ কেই গর্বিত করাবেন 🙂",0.0
2283,শত বছরের ক্লান্তিরা হাঁটবে এই রাস্তায়,0.0
2284,আমার নেপাল যাওয়ার খুব ইচ্ছা,0.0
2285,"আপনার প্রতিটা ভিডিও দেখা,
অনেক ভালো লাগে ভাই",0.0
2286,গুরু 🖤,0.0
2287,ভাই পরলে কিন্তু শেষ😯😯,0.0
2288,কি সুন্দর। মনে হয় স্বপ্নের পথে যাত্রা।,0.0
2289,মনের ইচ্ছা থাকলেও শক্তি নাই 😔,0.0
2290,তোমার জীবন টা সার্থক ভাই❤️❤️,0.0
2291,"কেমন একটা শিরশির অনুভূতি,,,",0.0
2292,এর সুরক্ষিত নিরাপত্তা কার্যকর না হওয়া পর্যন্ত এসএসসি পরীক্ষা স্থগিত করা হোক,0.0
2293,একদম প্রফেশনাল ভিডিও ভাইয়া,0.0
2294,ফানুসের মতো ঘুরে বেড়ায়,0.0
2295,জায়গাটার প্রেমে পড়ে গেলাম🥰,0.0
2296,এতো সুন্দর একটা ভিউ দেখলে দেখতে মন চাচ্ছে বারবার ভাইয়া,0.0
2297,আহ প্রকৃতি,0.0
2298,দেখেই গা শিউরে উঠছে,0.0
2299,ওখানে হাটতে সময় কেমন অনুভূতি হয়েছে জানতে চাওয়া আমি 🥰🥰,0.0
2300,"এমন পাহাড়ের উপর দিয়ে প্রতিদিন হাটি,
তবে কোন ফিল পাই না😥",0.0
2301,বাতাস এসে যদি ফেলে দেয় তোমার হাতটা ধরবো আমি। ❤️,0.0
2302,সব ভিডিও এর থেকে এইটা বেশি সুন্দর হইছে❤️😍,0.0
2303,"ভিডিও টা দেখেই শান্তি লাগতাছে,যাইতে পারলে কি হবে কে জানে?",0.0
2304,আল্লাহর সৃষ্টি কতই না সুন্দর ❤️,0.0
2305,আ‌মি আপনাকে একদম শুরু থে‌কেই ফ‌লো ক‌রি।,0.0
2306,"ভাই সুনামগঞ্জের অবস্থা কতটা খারাপ কল্পনা ও করতে পারবেন না,সবার কাছে আমার প্রিয় সুনামগঞ্জ ও সিলেটের জন্য দোয়া চাই,,,,",0.0
2307,"অতীতের সকল রেকর্ড ভেঙে দিয়েছে এবারের বন্যা। কোম্পানীগঞ্জ-গোয়াইনঘাট ও জৈন্তাপুরে বহু মানুষের ঘর-বাড়ি প্লাবিত। ইয়া আল্লাহ, সবাইকে হেফাজত করুন।",0.0
2308,"সিলেট জেলার গোয়াইনঘাট উপজেলার মানুষ পানিবন্ধি!
স্মরণকালের ভয়াবহ বন্যা!",0.0
2309,চীনে সেখানকার উইঘর মুসলীমদের যে ভাবে নির্যাতিত হচ্ছে তা নিয়ে কারো ব্যথা নেই!,0.0
2310,"নবীর অপমান কারীর শাস্তি দাও, তারপর ওয়াজে হিন্দুদেবদেবী দের অপমান কারীদের ডিম থেরাপি দাও।",0.0
2311,ভারতের উগ্র হিন্দুত্ববাদ এবং মুসলিমবিদ্বেষ অবশ্যই পরিহার করতে হবে।,0.0
2312,"ব্যক্তিগত স্বার্থে আপোষ থাকতে পারে, কিন্তু ধর্মীয় স্বার্থে কোনো আপোষ নেই।",0.0
2313,বোনের জন অনেক অনেক দোয়া আর ভালোবাসা রইল।,0.0
2314,আল্লাহ যেন তোমাকে সুখে রাখে সারা জীবন,0.0
2315,আমি দোয়া করি সে যেন নিজের আশা পুরন করতে পারে,0.0
2316,টোলবিজ্র এর টোল দিতে গিয়ে কান্নাকাটি করে আবারো আগের রুপে ফিরে আসবে সাধারণ কৃষক,0.0
2317,প্রতি পদে পদে নতুন কিছু চাঁদাবাজদের কর্ম সংস্থা হবে এবং সবশেষে দ্রুব্যমুল্যের দাম বাড়বে কমবে না কখনও,0.0
2318,যায়গা যায়গা চাঁদাবাজ ও ব্রিজের যে টোল দেওয়া হবে তাতে করে কৃষকরা মাথায় হাত দিয়ে বসে থাকবে।,0.0
2319,পদ্মা সেতু নিয়ে এত কষ্ট করে নিউজ করার কি আছে,0.0
